Node ID \ Network index,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0
1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1
2,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1
3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
4,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
5,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1
6,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
7,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0
8,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
9,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0
10,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
11,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0
12,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
13,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
14,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
15,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1
16,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0
17,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0
18,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1
19,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0
20,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1
21,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1
22,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1
23,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1
24,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
25,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1
26,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
27,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0
28,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1
29,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1
30,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1
31,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
32,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
33,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1
34,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0
35,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
36,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1
37,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0
38,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
39,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
40,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
41,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
42,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
43,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
44,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1
45,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
46,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1
47,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0
48,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0
49,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
50,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
51,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1
52,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1
53,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1
54,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
55,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
56,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1
57,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1
58,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1
59,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
60,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1
61,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
62,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
63,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
64,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1
65,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1
66,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
