,POP_ESTIMATE_2022,State,County
1664,4633,30,57
1665,1007,30,59
1666,2529,30,61
1667,60521,30,63
1668,2599,30,65
1669,8895,30,67
1670,262,30,69
1671,2120,30,71
1672,3039,30,73
1673,863,30,75
1674,3526,30,77
1675,554,30,79
1676,23649,30,81
1677,5619,30,83
1678,5286,30,85
1679,4044,30,87
1680,6721,30,89
1681,1782,30,91
1682,18034,30,93
1683,4589,30,95
1684,1858,30,97
1685,3184,30,99
1686,2541,30,101
1687,379,30,103
1688,3757,30,105
1689,1016,30,107
1690,460,30,109
1691,84926,30,111
1692,983962,31,0
1693,15485,31,1
1694,3147,31,3
1695,217,31,5
1696,330,31,7
1697,227,31,9
1698,2693,31,11
1699,5336,31,13
1700,871,31,15
1701,1436,31,17
1702,25293,31,19
1703,3378,31,21
1704,4214,31,23
1705,13561,31,25
1706,4186,31,27
1707,1886,31,29
1708,2732,31,31
1709,4756,31,33
1710,3025,31,35
1711,5222,31,37
1712,4465,31,39
1713,5238,31,41
1714,10521,31,43
1715,4121,31,45
1716,11942,31,47
1717,951,31,49
1718,2732,31,51
1719,18499,31,53
1720,293164,31,55
1721,795,31,57
1722,2777,31,59
1723,1437,31,61
1724,1317,31,63
1725,2288,31,65
1726,10792,31,67
1727,919,31,69
1728,901,31,71
1729,904,31,73
1730,288,31,75
1731,1114,31,77
1732,31049,31,79
1733,4715,31,81
1734,1527,31,83
1735,425,31,85
1736,1299,31,87
1737,5022,31,89
1738,343,31,91
1739,3258,31,93
1740,3577,31,95
1741,2644,31,97
1742,3345,31,99
1743,4135,31,101
1744,394,31,103
1745,1658,31,105
1746,4168,31,107
1747,162378,31,109
1748,16843,31,111
1749,338,31,113
1750,300,31,115
1751,186,31,117
1752,17684,31,119
1753,3861,31,121
1754,2264,31,123
1755,1663,31,125
1756,3518,31,127
1757,2021,31,129
1758,8099,31,131
1759,1264,31,133
1760,1415,31,135
1761,4494,31,137
1762,3666,31,139
1763,17148,31,141
1764,2583,31,143
1765,5287,31,145
1766,3853,31,147
1767,623,31,149
1768,7058,31,151
1769,98277,31,153
1770,11559,31,155
1771,17802,31,157
1772,8846,31,159
1773,2498,31,161
1774,1490,31,163
1775,564,31,165
1776,2859,31,167
1777,2443,31,169
1778,336,31,171
1779,3254,31,173
1780,2037,31,175
1781,10584,31,177
1782,4936,31,179
1783,1668,31,181
1784,393,31,183
1785,7177,31,185
1786,1588886,32,0
1787,12922,32,1
1788,1161493,32,3
1789,24814,32,5
1790,27023,32,7
1791,372,32,9
1792,932,32,11
1793,8636,32,13
1794,2883,32,15
1795,2241,32,17
1796,30793,32,19
1797,2263,32,21
1798,27369,32,23
1799,3231,32,27
1800,2085,32,29
1801,248373,32,31
1802,4394,32,33
1803,29065,32,510
1804,697616,33,0
1805,32391,33,1
1806,26100,33,3
1807,38675,33,5
1808,15752,33,7
1809,45563,33,9
1810,213297,33,11
1811,78010,33,13
1812,159712,33,15
1813,66138,33,17
1814,21979,33,19
1815,4630850,34,0
1816,137819,34,1
1817,476499,34,3
1818,233052,34,5
1819,262454,34,7
1820,47817,34,9
1821,75678,34,11
1822,424739,34,13
1823,153301,34,15
1824,351683,34,17
1825,64889,34,19
1826,190344,34,21
1827,430709,34,23
1828,322049,34,25
1829,255576,34,27
1830,327868,34,29
1831,256968,34,31
1832,32559,34,33
1833,173438,34,35
1834,73042,34,37
1835,284908,34,39
1836,55463,34,41
1837,1056672,35,0
1838,336254,35,1
1839,1914,35,3
1840,31947,35,5
1841,13475,35,6
1842,6123,35,7
1843,23766,35,9
1844,847,35,11
1845,111669,35,13
1846,30200,35,15
1847,13843,35,17
1848,2155,35,19
1849,314,35,21
1850,2002,35,23
1851,36226,35,25
1852,10206,35,27
1853,9594,35,28
1854,12875,35,29
1855,34915,35,31
1856,2085,35,33
1857,34412,35,35
1858,4273,35,37
1859,20024,35,39
1860,9467,35,41
1861,76751,35,43
1862,60209,35,45
1863,13477,35,47
1864,77832,35,49
1865,5718,35,51
1866,8058,35,53
1867,17290,35,55
1868,7727,35,57
1869,1990,35,59
1870,39040,35,61
1871,9838576,36,0
1872,157906,36,1
1873,23347,36,3
1874,689973,36,5
1875,98559,36,7
1876,38220,36,9
1877,37499,36,11
1878,63014,36,13
1879,40713,36,15
1880,23229,36,17
1881,39377,36,19
1882,30643,36,21
1883,23063,36,23
1884,22370,36,25
1885,148773,36,27
1886,475156,36,29
1887,18455,36,31
1888,23187,36,33
1889,26335,36,35
1890,28768,36,37
1891,24031,36,39
1892,2559,36,41
1893,29911,36,43
1894,58319,36,45
1895,1295258,36,47
1896,13350,36,49
1897,30758,36,51
1898,33549,36,53
1899,376018,36,55
1900,24812,36,57
1901,691863,36,59
1902,798137,36,61
1903,105440,36,63
1904,114423,36,65
1905,234125,36,67
1906,56354,36,69
1907,202971,36,71
1908,19659,36,73
1909,59144,36,75
1910,30318,36,77
1911,49023,36,79
1912,1139015,36,81
1913,79927,36,83
1914,245567,36,85
1915,169511,36,87
1916,53867,36,89
1917,119399,36,91
1918,80047,36,93
1919,15032,36,95
1920,8825,36,97
1921,16441,36,99
1922,46300,36,101
1923,762733,36,103
1924,39829,36,105
1925,23886,36,107
1926,52389,36,109
1927,91160,36,111
1928,32800,36,113
1929,30421,36,115
1930,45563,36,117
1931,495214,36,119
1932,19833,36,121
1933,12226,36,123
1934,5349487,37,0
1935,88177,37,1
1936,18256,37,3
1937,5593,37,5
1938,11101,37,7
1939,13555,37,9
1940,8786,37,11
1941,22136,37,13
1942,8620,37,15
1943,14723,37,17
1944,76532,37,19
1945,136795,37,21
1946,43941,37,23
1947,117899,37,25
1948,40246,37,27
1949,5544,37,29
1950,34690,37,31
1951,11307,37,33
1952,81731,37,35
1953,39932,37,37
1954,14756,37,39
1955,6970,37,41
1956,5807,37,43
1957,50335,37,45
1958,24943,37,47
1959,50437,37,49
1960,168350,37,51
1961,15508,37,53
1962,18978,37,55
1963,86293,37,57
1964,22045,37,59
1965,24495,37,61
1966,166340,37,63
1967,24151,37,65
1968,194579,37,67
1969,37270,37,69
1970,117108,37,71
1971,5192,37,73
1972,3990,37,75
1973,30952,37,77
1974,10106,37,79
1975,273051,37,81
1976,23924,37,83
1977,69416,37,85
1978,31305,37,87
1979,59053,37,89
1980,10438,37,91
1981,26894,37,93
1982,2288,37,95
1983,97949,37,97
1984,21478,37,99
1985,117389,37,101
1986,4617,37,103
1987,32738,37,105
1988,27317,37,107
1989,46548,37,109
1990,22377,37,111
1991,19033,37,113
1992,10884,37,115
1993,10754,37,117
1994,572696,37,119
1995,7547,37,121
1996,12947,37,123
1997,52766,37,125
1998,47895,37,127
1999,117461,37,129
2000,8390,37,131
2001,103649,37,133
2002,75239,37,135
2003,6191,37,137
2004,20469,37,139
2005,32869,37,141
2006,6605,37,143
2007,19693,37,145
2008,86771,37,147
2009,9993,37,149
2010,73022,37,151
2011,21389,37,153
2012,58332,37,155
2013,45979,37,157
2014,74823,37,159
2015,32482,37,161
2016,29560,37,163
2017,17081,37,165
2018,32077,37,167
2019,22588,37,169
2020,35702,37,171
2021,6984,37,173
2022,16678,37,175
2023,1683,37,177
2024,124535,37,179
2025,21069,37,181
2026,587511,37,183
2027,9357,37,185
2028,5414,37,187
2029,27545,37,189
2030,58643,37,191
2031,32892,37,193
2032,39225,37,195
2033,18732,37,197
2034,9406,37,199
2035,389631,38,0
2036,1058,38,1
2037,5379,38,3
2038,2885,38,5
2039,509,38,7
2040,3188,38,9
2041,1447,38,11
2042,1078,38,13
2043,49640,38,15
2044,96367,38,17
2045,1799,38,19
2046,2462,38,21
2047,1094,38,23
2048,2008,38,25
2049,1157,38,27
2050,1625,38,29
2051,1689,38,31
2052,872,38,33
2053,36207,38,35
2054,1122,38,37
2055,1126,38,39
2056,1203,38,41
2057,1197,38,43
2058,2049,38,45
2059,928,38,47
2060,2595,38,49
2061,1238,38,51
2062,6954,38,53
2063,4912,38,55
2064,4167,38,57
2065,16855,38,59
2066,4645,38,61
2067,1498,38,63
2068,928,38,65
2069,3382,38,67
2070,1971,38,69
2071,5758,38,71
2072,2820,38,73
2073,1110,38,75
2074,8290,38,77
2075,5967,38,79
2076,1898,38,81
2077,648,38,83
2078,1856,38,85
2079,336,38,87
2080,16402,38,89
2081,894,38,91
2082,10744,38,93
2083,1032,38,95
2084,3979,38,97
2085,5219,38,99
2086,34435,38,101
2087,1965,38,103
2088,19055,38,105
2089,5878029,39,0
2090,13710,39,1
2091,50558,39,3
2092,26091,39,5
2093,48507,39,7
2094,29490,39,9
2095,22974,39,11
2096,32755,39,13
2097,21840,39,15
2098,194210,39,17
2099,13330,39,19
2100,19355,39,21
2101,67416,39,23
2102,105403,39,25
2103,20982,39,27
2104,50256,39,29
2105,18286,39,31
2106,20761,39,33
2107,618021,39,35
2108,25765,39,37
2109,19094,39,39
2110,113148,39,41
2111,37251,39,43
2112,81449,39,45
2113,14420,39,47
2114,660910,39,49
2115,21086,39,51
2116,14534,39,53
2117,47735,39,55
2118,84228,39,57
2119,19049,39,59
2120,412519,39,61
2121,37431,39,63
2122,15208,39,65
2123,7189,39,67
2124,13756,39,69
2125,21696,39,71
2126,13929,39,73
2127,22195,39,75
2128,29109,39,77
2129,16293,39,79
2130,32165,39,81
2131,31592,39,83
2132,115921,39,85
2133,28327,39,87
2134,90680,39,89
2135,23020,39,91
2136,158134,39,93
2137,213322,39,95
2138,21770,39,97
2139,112818,39,99
2140,32321,39,101
2141,91756,39,103
2142,10985,39,105
2143,21174,39,107
2144,55124,39,109
2145,6617,39,111
2146,266946,39,113
2147,6834,39,115
2148,17670,39,117
2149,43057,39,119
2150,7168,39,121
2151,19989,39,123
2152,9379,39,125
2153,17740,39,127
2154,30012,39,129
2155,13503,39,131
2156,80873,39,133
2157,20298,39,135
2158,17167,39,137
2159,62660,39,139
2160,38303,39,141
2161,29334,39,143
2162,36097,39,145
2163,27316,39,147
2164,23836,39,149
2165,186329,39,151
2166,267941,39,153
2167,100322,39,155
2168,45969,39,157
2169,33449,39,159
2170,14385,39,161
2171,6283,39,163
2172,124889,39,165
2173,29451,39,167
2174,58280,39,169
2175,18326,39,171
2176,65796,39,173
2177,10784,39,175
2178,2009900,40,0
2179,9788,40,1
2180,2819,40,3
2181,7131,40,5
2182,2508,40,7
2183,11005,40,9
2184,4205,40,11
2185,24091,40,13
2186,13099,40,15
2187,84575,40,17
2188,24255,40,19
2189,24049,40,21
2190,7179,40,23
2191,1126,40,25
2192,149794,40,27
2193,2657,40,29
2194,61523,40,31
2195,2739,40,33
2196,7062,40,35
2197,36350,40,37
2198,13943,40,39
2199,20707,40,41
2200,2201,40,43
2201,1829,40,45
2202,30960,40,47
2203,12857,40,49
2204,28329,40,51
2205,2062,40,53
2206,2774,40,55
2207,1214,40,57
2208,1565,40,59
2209,5821,40,61
2210,6704,40,63
2211,12278,40,65
2212,2695,40,67
2213,5203,40,69
2214,21834,40,71
2215,7647,40,73
2216,4173,40,75
2217,4815,40,77
2218,24454,40,79
2219,17094,40,81
2220,25967,40,83
2221,5109,40,85
2222,22653,40,87
2223,15466,40,89
2224,9726,40,91
2225,3751,40,93
2226,7941,40,95
2227,19795,40,97
2228,6836,40,99
2229,33177,40,101
2230,5448,40,103
2231,4742,40,105
2232,5567,40,107
2233,401280,40,109
2234,18495,40,111
2235,22920,40,113
2236,15169,40,115
2237,7879,40,117
2238,41397,40,119
2239,21807,40,121
2240,19071,40,123
2241,36767,40,125
2242,5385,40,127
2243,1660,40,129
2244,49418,40,131
2245,11676,40,133
2246,19834,40,135
2247,21855,40,137
2248,10248,40,139
2249,3489,40,141
2250,338679,40,143
2251,43322,40,145
2252,26621,40,147
2253,5366,40,149
2254,4294,40,151
2255,9995,40,153
2256,2120069,41,0
2257,8469,41,1
2258,48815,41,3
2259,211589,41,5
2260,20848,41,7
2261,26794,41,9
2262,32495,41,11
2263,13188,41,13
2264,11799,41,15
2265,103275,41,17
2266,56149,41,19
2267,1009,41,21
2268,3609,41,23
2269,3758,41,25
2270,12024,41,27
2271,110822,41,29
2272,12665,41,31
2273,43865,41,33
2274,35106,41,35
2275,4193,41,37
2276,191177,41,39
2277,25407,41,41
2278,65234,41,43
2279,15940,41,45
2280,173352,41,47
2281,6150,41,49
2282,397542,41,51
2283,44807,41,53
2284,978,41,55
2285,13787,41,57
2286,40108,41,59
2287,13089,41,61
2288,3830,41,63
2289,13281,41,65
2290,300088,41,67
2291,723,41,69
2292,54113,41,71
2293,6486004,42,0
2294,53014,42,1
2295,616627,42,3
2296,32374,42,5
2297,82839,42,7
2298,23709,42,9
2299,215225,42,11
2300,60516,42,13
2301,29933,42,15
2302,322527,42,17
2303,98650,42,19
2304,65721,42,21
2305,2209,42,23
2306,32730,42,25
2307,79213,42,27
2308,272912,42,29
2309,18673,42,31
2310,38952,42,33
2311,18966,42,35
2312,32463,42,37
2313,41335,42,39
2314,134290,42,41
2315,144400,42,43
2316,287591,42,45
2317,15239,42,47
2318,133845,42,49
2319,62878,42,51
2320,3313,42,53
2321,78451,42,55
2322,7267,42,57
2323,17332,42,59
2324,21641,42,61
2325,41479,42,63
2326,21897,42,65
2327,11670,42,67
2328,107808,42,69
2329,278315,42,71
2330,42425,42,73
2331,72006,42,75
2332,188159,42,77
2333,163185,42,79
2334,56552,42,81
2335,19933,42,83
2336,54610,42,85
2337,22994,42,87
2338,83599,42,89
2339,432342,42,91
2340,9046,42,93
2341,159263,42,95
2342,45067,42,97
2343,23057,42,99
2344,783629,42,101
2345,30279,42,103
2346,8110,42,105
2347,71552,42,107
2348,19826,42,109
2349,36355,42,111
2350,2928,42,113
2351,19037,42,115
2352,20553,42,117
2353,21372,42,119
2354,24889,42,121
2355,18904,42,123
2356,105192,42,125
2357,25587,42,127
2358,176029,42,129
2359,13007,42,131
2360,230529,42,133
2361,546867,44,0
2362,25180,44,1
2363,85638,44,3
2364,42241,44,5
2365,328644,44,7
2366,65165,44,9
2367,2641317,45,0
2368,12178,45,1
2369,87075,45,3
2370,3790,45,5
2371,104791,45,7
2372,6454,45,9
2373,10207,45,11
2374,98186,45,13
2375,122559,45,15
2376,7090,45,17
2377,209640,45,19
2378,28061,45,21
2379,15966,45,23
2380,21842,45,25
2381,15457,45,27
2382,19300,45,29
2383,31199,45,31
2384,13869,45,33
2385,83067,45,35
2386,13466,45,37
2387,10228,45,39
2388,68361,45,41
2389,32361,45,43
2390,273975,45,45
2391,34634,45,47
2392,9057,45,49
2393,191551,45,51
2394,16020,45,53
2395,33876,45,55
2396,52289,45,57
2397,33983,45,59
2398,8077,45,61
2399,152399,45,63
2400,4882,45,65
2401,14225,45,67
2402,13020,45,69
2403,19124,45,71
2404,40090,45,73
2405,41547,45,75
2406,66731,45,77
2407,210783,45,79
2408,9469,45,81
2409,172916,45,83
2410,52006,45,85
2411,13376,45,87
2412,15029,45,89
2413,147124,45,91
2414,454912,46,0
2415,1378,46,3
2416,9688,46,5
2417,1668,46,7
2418,3531,46,9
2419,17742,46,11
2420,18986,46,13
2421,2661,46,15
2422,931,46,17
2423,5387,46,19
2424,675,46,21
2425,4607,46,23
2426,1956,46,25
2427,7640,46,27
2428,14361,46,29
2429,1913,46,31
2430,4503,46,33
2431,9987,46,35
2432,2740,46,37
2433,2176,46,39
2434,2570,46,41
2435,1388,46,43
2436,2033,46,45
2437,3685,46,47
2438,1063,46,49
2439,3732,46,51
2440,1981,46,53
2441,913,46,55
2442,3176,46,57
2443,1570,46,59
2444,1731,46,61
2445,665,46,63
2446,8846,46,65
2447,3684,46,67
2448,592,46,69
2449,1411,46,71
2450,825,46,73
2451,442,46,75
2452,2647,46,77
2453,5486,46,79
2454,13607,46,81
2455,35494,46,83
2456,1846,46,85
2457,2889,46,87
2458,1198,46,89
2459,2187,46,91
2460,15349,46,93
2461,946,46,95
2462,1152,46,97
2463,101986,46,99
2464,3175,46,101
2465,6760,46,102
2466,57231,46,103
2467,1402,46,105
2468,1219,46,107
2469,5082,46,109
2470,1208,46,111
2471,3118,46,115
2472,1500,46,117
2473,736,46,119
2474,4610,46,121
2475,2783,46,123
2476,4428,46,125
2477,8532,46,127
2478,2633,46,129
2479,11687,46,135
2480,1198,46,137
2481,3525670,47,0
2482,39457,47,1
2483,25975,47,3
2484,8001,47,5
2485,7399,47,7
2486,69979,47,9
2487,55308,47,11
2488,19792,47,13
2489,7394,47,15
2490,14229,47,17
2491,28205,47,19
2492,20915,47,21
2493,8805,47,23
2494,16216,47,25
2495,3810,47,27
2496,18440,47,29
2497,29864,47,31
2498,6944,47,33
2499,31761,47,35
2500,354072,47,37
2501,5782,47,39
2502,10502,47,41
2503,27881,47,43
2504,18205,47,45
2505,21815,47,47
2506,9666,47,49
2507,21971,47,51
2508,25419,47,53
2509,15277,47,55
2510,12139,47,57
2511,35703,47,59
2512,6892,47,61
2513,32584,47,63
2514,187341,47,65
2515,3423,47,67
2516,12765,47,69
2517,13539,47,71
2518,29022,47,73
2519,8775,47,75
2520,13965,47,77
2521,16190,47,79
2522,12728,47,81
2523,4110,47,83
2524,9553,47,85
2525,5995,47,87
2526,28364,47,89
2527,9043,47,91
2528,247287,47,93
2529,3254,47,95
2530,12397,47,97
2531,22708,47,99
2532,6479,47,101
2533,18002,47,103
2534,29091,47,105
2535,27360,47,107
2536,12994,47,109
2537,13115,47,111
2538,49623,47,113
2539,14547,47,115
2540,17939,47,117
2541,54080,47,119
2542,6636,47,121
2543,23870,47,123
2544,117601,47,125
2545,3371,47,127
2546,10612,47,129
2547,15197,47,131
2548,11522,47,133
2549,4343,47,135
2550,2554,47,137
2551,8932,47,139
2552,41191,47,141
2553,16865,47,143
2554,27541,47,145
2555,37735,47,147
2556,180310,47,149
2557,11018,47,151
2558,8455,47,153
2559,49395,47,155
2560,458186,47,157
2561,10245,47,159
2562,7018,47,161
2563,80410,47,163
2564,101929,47,165
2565,30828,47,167
2566,6056,47,169
2567,8837,47,171
2568,10226,47,173
2569,3215,47,175
2570,21013,47,177
2571,68086,47,179
2572,8154,47,181
2573,16532,47,183
2574,14032,47,185
2575,130408,47,187
2576,79278,47,189
2577,15014786,48,0
2578,29032,48,1
2579,9167,48,3
2580,43551,48,5
2581,12472,48,7
2582,4418,48,9
2583,925,48,11
2584,25432,48,13
2585,15549,48,15
2586,3390,48,17
2587,11058,48,19
2588,53094,48,21
2589,1733,48,23
2590,15197,48,25
2591,194193,48,27
2592,1029765,48,29
2593,6209,48,31
2594,293,48,33
2595,9349,48,35
2596,46018,48,37
2597,194091,48,39
2598,121007,48,41
2599,4672,48,43
2600,716,48,45
2601,3453,48,47
2602,19187,48,49
2603,9329,48,51
2604,26251,48,53
2605,23924,48,55
2606,9853,48,57
2607,7105,48,59
2608,212604,48,61
2609,6358,48,63
2610,2892,48,65
2611,14270,48,67
2612,3649,48,69
2613,25644,48,71
2614,25823,48,73
2615,3405,48,75
2616,5243,48,77
2617,1263,48,79
2618,1667,48,81
2619,3925,48,83
2620,579348,48,85
2621,1284,48,87
2622,10377,48,89
2623,92321,48,91
2624,6939,48,93
2625,1670,48,95
2626,21525,48,97
2627,42529,48,99
2628,654,48,101
2629,2273,48,103
2630,1472,48,105
2631,2499,48,107
2632,1078,48,109
2633,3621,48,111
2634,1300420,48,113
2635,6065,48,115
2636,9189,48,117
2637,2703,48,119
2638,488641,48,121
2639,9886,48,123
2640,863,48,125
2641,4194,48,127
2642,1670,48,129
2643,4944,48,131
2644,8972,48,133
2645,80435,48,135
2646,711,48,137
2647,106091,48,139
2648,434382,48,141
2649,21948,48,143
2650,8525,48,145
2651,18563,48,147
2652,12457,48,149
2653,1811,48,151
2654,2618,48,153
2655,529,48,155
2656,444573,48,157
2657,5309,48,159
2658,9975,48,161
2659,8908,48,163
2660,11091,48,165
2661,178559,48,167
2662,3131,48,169
2663,13739,48,171
2664,582,48,173
2665,3566,48,175
2666,9916,48,177
2667,10508,48,179
2668,71566,48,181
2669,62722,48,183
2670,15377,48,185
2671,91380,48,187
2672,15914,48,189
2673,1405,48,191
2674,4149,48,193
2675,2576,48,195
2676,1758,48,197
2677,28906,48,199
2678,2390457,48,201
2679,34978,48,203
2680,2604,48,205
2681,2702,48,207
2682,134613,48,209
2683,1609,48,211
2684,42256,48,213
2685,444184,48,215
2686,18665,48,217
2687,10581,48,219
2688,33187,48,221
2689,18902,48,223
2690,10975,48,225
2691,16836,48,227
2692,1716,48,229
2693,54141,48,231
2694,10108,48,233
2695,765,48,235
2696,4461,48,237
2697,7571,48,239
2698,16242,48,241
2699,952,48,243
2700,125415,48,245
2701,2382,48,247
2702,19413,48,249
2703,97753,48,251
2704,9968,48,253
2705,7418,48,255
2706,86183,48,257
2707,24487,48,259
2708,179,48,261
2709,370,48,263
2710,26871,48,265
2711,2211,48,267
2712,117,48,269
2713,1564,48,271
2714,15181,48,273
2715,1637,48,275
2716,25242,48,277
2717,6362,48,279
2718,11393,48,281
2719,3302,48,283
2720,10295,48,285
2721,8977,48,287
2722,8105,48,289
2723,50996,48,291
2724,11127,48,293
2725,1427,48,295
2726,5714,48,297
2727,11270,48,299
2728,26,48,301
2729,158781,48,303
2730,2862,48,305
2731,3749,48,307
2732,133418,48,309
2733,288,48,311
2734,6831,48,313
2735,4780,48,315
2736,2609,48,317
2737,1991,48,319
2738,18063,48,321
2739,28922,48,323
2740,26862,48,325
2741,984,48,327
2742,86000,48,329
2743,12814,48,331
2744,2250,48,333
2745,4472,48,335
2746,10532,48,337
2747,339245,48,339
2748,10498,48,341
2749,6042,48,343
2750,516,48,345
2751,32431,48,347
2752,27318,48,349
2753,6026,48,351
2754,7237,48,353
2755,175837,48,355
2756,4803,48,357
2757,876,48,359
2758,42467,48,361
2759,14620,48,363
2760,11339,48,365
2761,82917,48,367
2762,4810,48,369
2763,7368,48,371
2764,26628,48,373
2765,57823,48,375
2766,2970,48,377
2767,6412,48,379
2768,73070,48,381
2769,1568,48,383
2770,1420,48,385
2771,5771,48,387
2772,6453,48,389
2773,3316,48,391
2774,402,48,393
2775,8577,48,395
2776,61604,48,397
2777,4930,48,399
2778,26667,48,401
2779,5024,48,403
2780,3929,48,405
2781,14174,48,407
2782,34977,48,409
2783,2912,48,411
2784,1179,48,413
2785,8343,48,415
2786,1593,48,417
2787,12004,48,419
2788,1400,48,421
2789,120961,48,423
2790,4879,48,425
2791,32864,48,427
2792,4695,48,429
2793,709,48,431
2794,591,48,433
2795,1609,48,435
2796,3441,48,437
2797,1077298,48,439
2798,72582,48,441
2799,347,48,443
2800,5784,48,445
2801,775,48,447
2802,15604,48,449
2803,59446,48,451
2804,663218,48,453
2805,6998,48,455
2806,10015,48,457
2807,21244,48,459
2808,1576,48,461
2809,12470,48,463
2810,23803,48,465
2811,31430,48,467
2812,45533,48,469
2813,39435,48,471
2814,30947,48,473
2815,5482,48,475
2816,18080,48,477
2817,133890,48,479
2818,20912,48,481
2819,2404,48,483
2820,64989,48,485
2821,6246,48,487
2822,10072,48,489
2823,335709,48,491
2824,26368,48,493
2825,3653,48,495
2826,37448,48,497
2827,23429,48,499
2828,3726,48,501
2829,8981,48,503
2830,6925,48,505
2831,4689,48,507
2832,1690400,49,0
2833,3664,49,1
2834,30749,49,3
2835,70087,49,5
2836,10286,49,7
2837,507,49,9
2838,184974,49,11
2839,10081,49,13
2840,5050,49,15
2841,2641,49,17
2842,4885,49,19
2843,31215,49,21
2844,6284,49,23
2845,4114,49,25
2846,6665,49,27
2847,6416,49,29
2848,744,49,31
2849,1314,49,33
2850,593129,49,35
2851,7180,49,37
2852,14862,49,39
2853,11035,49,41
2854,21518,49,43
2855,39967,49,45
2856,18571,49,47
2857,351217,49,49
2858,18310,49,51
2859,98840,49,53
2860,1323,49,55
2861,134781,49,57
2862,323532,50,0
2863,18789,50,1
2864,18696,50,3
2865,15290,50,5
2866,84651,50,7
2867,2997,50,9
2868,25366,50,11
2869,3745,50,13
2870,13045,50,15
2871,14923,50,17
2872,13833,50,19
2873,30183,50,21
2874,30024,50,23
2875,22921,50,25
2876,29071,50,27
2877,4341810,51,0
2878,16596,51,1
2879,57267,51,3
2880,7418,51,5
2881,6728,51,7
2882,15795,51,9
2883,8374,51,11
2884,117000,51,13
2885,39032,51,15
2886,2025,51,17
2887,40424,51,19
2888,3074,51,21
2889,17068,51,23
2890,7961,51,25
2891,9676,51,27
2892,8491,51,29
2893,27571,51,31
2894,15979,51,33
2895,14574,51,35
2896,3303,51,36
2897,5738,51,37
2898,189204,51,41
2899,7633,51,43
2900,2424,51,45
2901,27191,51,47
2902,4873,51,49
2903,6863,51,51
2904,14081,51,53
2905,5315,51,57
2906,569166,51,59
2907,37332,51,61
2908,7810,51,63
2909,14080,51,65
2910,27537,51,67
2911,47526,51,69
2912,8227,51,71
2913,19747,51,73
2914,13055,51,75
2915,7672,51,77
2916,10554,51,79
2917,5613,51,81
2918,16822,51,83
2919,56469,51,85
2920,166981,51,87
2921,24953,51,89
2922,1151,51,91
2923,20076,51,93
2924,40600,51,95
2925,3359,51,97
2926,13928,51,99
2927,9246,51,101
2928,5375,51,103
2929,10991,51,105
2930,216043,51,107
2931,20058,51,109
2932,6016,51,111
2933,7000,51,113
2934,4245,51,115
2935,15254,51,117
2936,5472,51,119
2937,49458,51,121
2938,7326,51,125
2939,12493,51,127
2940,5950,51,131
2941,6151,51,133
2942,7780,51,135
2943,18996,51,137
2944,11875,51,139
2945,8822,51,141
2946,29976,51,143
2947,15745,51,145
2948,10964,51,147
2949,21567,51,149
2950,243472,51,153
2951,16853,51,155
2952,3751,51,157
2953,4540,51,159
2954,48457,51,161
2955,11297,51,163
2956,42699,51,165
2957,12724,51,167
2958,10738,51,169
2959,22484,51,171
2960,14725,51,173
2961,8966,51,175
2962,73344,51,177
2963,81690,51,179
2964,3264,51,181
2965,5340,51,183
2966,19911,51,185
2967,20720,51,187
2968,26979,51,191
2969,9356,51,193
2970,17711,51,195
2971,14056,51,197
2972,35671,51,199
2973,77763,51,510
2974,8488,51,520
2975,3296,51,530
2976,22687,51,540
2977,126244,51,550
2978,9147,51,570
2979,2840,51,580
2980,21115,51,590
2981,2741,51,595
2982,12418,51,600
2983,7293,51,610
2984,4124,51,620
2985,14379,51,630
2986,3365,51,640
2987,69019,51,650
2988,25579,51,660
2989,11481,51,670
2990,3729,51,678
2991,39644,51,680
2992,21321,51,683
2993,8352,51,685
2994,6863,51,690
2995,92153,51,700
2996,116498,51,710
2997,1805,51,720
2998,16697,51,730
2999,6291,51,735
3000,48515,51,740
3001,8369,51,750
3002,114698,51,760
3003,48924,51,770
3004,12762,51,775
3005,12952,51,790
3006,49269,51,800
3007,227809,51,810
3008,11404,51,820
3009,7955,51,830
3010,13968,51,840
3011,3892893,53,0
3012,10481,53,1
3013,11254,53,3
3014,106396,53,5
3015,39963,53,7
3016,38903,53,9
3017,258390,53,11
3018,2013,53,13
3019,55978,53,15
3020,22096,53,17
3021,3724,53,19
3022,49339,53,21
3023,1182,53,23
3024,50656,53,25
3025,38519,53,27
3026,43313,53,29
3027,16795,53,31
3028,1133395,53,33
3029,138837,53,35
3030,22595,53,37
3031,11636,53,39
3032,42685,53,41
3033,5801,53,43
3034,34083,53,45
3035,21564,53,47
3036,12057,53,49
3037,7090,53,51
3038,463690,53,53
3039,9331,53,55
3040,65590,53,57
3041,6230,53,59
3042,420040,53,61
3043,274845,53,63
3044,24115,53,65
3045,149379,53,67
3046,2344,53,69
3047,30945,53,71
3048,115339,53,73
3049,23810,53,75
3050,128501,53,77
3051,887578,54,0
3052,7707,54,1
3053,64745,54,3
3054,10484,54,5
3055,6093,54,7
3056,10867,54,9
3057,46365,54,11
3058,3034,54,13
3059,3907,54,15
3060,3849,54,17
3061,19744,54,19
3062,3663,54,21
3063,5484,54,23
3064,16218,54,25
3065,11734,54,27
3066,14086,54,29
